Age,Gender,PostalCode,ResidenceYears,ResidenceType,DistanceResidenceCampus,Commute,NativeLanguage,OtherLanguages,BirthCountry,LengthCm,WeightKg,DominantHand,DominantFoot,Diagnose,AlcoholConsumption,CigaretteConsumption,SleepHours,Rested,Happiness,EducationFather,OccupationFather,EducationMother,OccupationMother,FamilyIncome,FamilySize,NumSiblings,SiblingRank,FamilySituation,DivorcedYears,HappinessHome,ParentsStemEducation,ParentsStemOccupation,ParentsHelp,SecondaryEducation,EducationSector,KindergartenAge,SecondaryDiplomaYears,MathHours1,MathHours2,MathHours3,SecondaryMathResults,OtherEducation,OtherDiploma,Elective,ClassSize,ClassSizeComfort,ClassSizeAttention,MathPrep,MathTeacherHelpful,MathTeacherAvailable,Credits,StudyTimeGeneralHours,StudyTimeITHours,NonStudyTimeITHours,ITMainDomain,ITProjects,NumProgrammingLanguages,MathFun,MathConfidence,MathEffort,MathStress,MathMoreStress,MathProblemAction,RankFamily,RankYouthMovement,RankYouthHouse,RankMusic,RankSportsClub,RankHome,RankAssociation,RankFriends,OutdoorChild,OutdoorNow,OutdoorChildCompany,SportHours,SportType,ReadingHours,ReadingLanguages,ReadingEnjoyment,ComputerUseProHours,ComputerUseRecHours,ComputerGameTypes,ComputerGameNeglect,BrainGameHours,MusicalInstrument,MusicEducation,MusicYears,SheetMusic,SpendingMoney,SpendingGames,LootBoxKnow,LootBoxIllegal,LootBoxBought1,LootBoxBought2,TestQ01,TestQ02,TestQ03,TestQ04,TestQ05,TestQ06,TestQ07,TestQ08,TestQ09,TestQ10,TestQ11,TestQ12,TestQ13,TestQ14,TestQ15,TestTimeMins,GradeMath4IT,GradePOD1,GradeOOP1,GradeOOP2,GradeWA1,GradeWA2,GradePRJ1
21,Mannelijk,9570,6,Ik verblijf thuis bij mijn ouders/voogd,34,Trein,Nederlands,Engels,België,197,69,Rechtshandig,Rechtsvoetig,Nee,1,40,6,8,7,Lager secundair onderwijs,Arbeider,Hoger secundair onderwijs,Arbeider,Ik weet het niet,4,1,1,Twee-oudergezin: vader en moeder,,10,Nee,Nee,2,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,4,4,5,6,8,"Ja, een hogeschoolopleiding binnen STEM",Nee,Systeem- en netwerkbeheer,30,2,8,7,5,8,49,9,2,35,Computerhardware,Dat heb ik regelmatig gedaan,1,8,5,8,2,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,6,3,8,5,1,7,4,> 5 keer per week,2-5 keer per week,Met broers en/of zussen,1,Individuele sport,0,"Nederlands,Engels",0,1,6,Role Playing,Af en toe,3,Nee,,,Nee,10,50,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,0,0,0.5,0,1,0,0,25,12,11,13,8,7,4,13
19,Mannelijk,9300,19,Ik verblijf thuis bij mijn ouders/voogd,0,Te voet,Nederlands,Engels,België,180,70,Rechtshandig,Rechtsvoetig,Andere,0,0,7,7,9,Master of equivalent (universiteit),Zelfstandige,Master of equivalent (universiteit),Zelfstandige,Ik weet het niet,4,1,1,Co-ouderschap (afwisselend bij elke ouder),10,10,Ja,Nee,7,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,5,5,4,7,Nee,Nee,Programmeren,15,7,5,8,7,7,67,20,20,4,Cybersecurity,Dat heb ik nog nooit gedaan,1,7,7,8,4,5,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,5,6,4,7,1,8,3,2-5 keer per week,< 1 keer per week,Alleen,1,Ik beoefen geen sport,5,"Nederlands,Engels",9,9,2,Strategie,Zelden,0,Nee,,,Ja,,,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,40,16,,18,16,17,,
24,Mannelijk,8400,24,Ik verblijf thuis bij mijn ouders/voogd,65,Trein,Nederlands,Engels,België,184,89,Rechtshandig,Rechtsvoetig,Nee,4,0,6,5,8,Lager secundair onderwijs,Ambtenaar,Hoger beroepsonderwijs (HBO5),Bediende,Ik weet het niet,4,2,1,Alleenstaande of gescheiden moeder,9,9,Nee,Nee,2,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),2.5,6,5,3,3,6,"Ja, een universitaire opleiding buiten STEM",Nee,Systeem- en netwerkbeheer,20,9,1,4,5,5,35,3,8,40,Netwerkbeheer,Dat heb ik vaak gedaan,2,2,6,9,3,7,Ik sla het probleem over en bekijk het later nog eens,5,1,7,8,6,3,2,4,> 5 keer per week,2-5 keer per week,Met vrienden,2,Individuele sport,6,"Nederlands,Engels",10,8,5,Role Playing,Af en toe,0,Snaarinstrument,Autodidact,8,Nee,80,50,Ja,Ja,Ja,Ja,1,1,1,1,1,0,1,1,0,0,0.5,0,0,0,0,22,12,10,11,11,13,11,14
19,Mannelijk,9310,10,Ik verblijf thuis bij mijn ouders/voogd,6,Fiets,Nederlands,Engels,België,184,61,Rechtshandig,Rechtsvoetig,Nee,4,0,8,8,7,Hoger secundair onderwijs,Arbeider,Hoger secundair onderwijs,Onderwijs,Ik weet het niet,4,1,2,Twee-oudergezin: vader en moeder,,9,Nee,Nee,6,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,2,4,5,8,10,Nee,Nee,Programmeren,25,8,5,5,6,7,62,0,6,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,9,10,5,4,2,Ik sla het probleem over en bekijk het later nog eens,4,7,6,8,2,1,5,3,2-5 keer per week,1 keer per week,Alleen,2,Individuele sport,1,"Nederlands,Engels",7,0,4,Actie,Af en toe,2,Nee,,,Nee,15,85,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,40,16,17,15,14,14,14,12
19,Mannelijk,1770,19,Ik verblijf thuis bij mijn ouders/voogd,13,Trein,Nederlands,Engels,België,176,74,Rechtshandig,Geen voorkeur,Nee,1,0,8,4,6,Bachelor of equivalent (hogeschool),Ambtenaar,Hoger secundair onderwijs,Werkloos,Ik weet het niet,4,1,2,Twee-oudergezin: vader en moeder,,8,Nee,Nee,2,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,2,4,5,7,8,Nee,Nee,Programmeren,22,8,5,1,4,4,58,2,2,0,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,4,8,1,0,0,Ik probeer het onmiddellijk op te lossen,2,8,5,6,3,1,7,4,< 1 keer per week,"Nee, nooit",Alleen,0,Ik beoefen geen sport,0,,0,8,8,Multiplayer online battle arena,Nooit,0,Nee,,,Nee,5,100,Ja,Ja,Ja,Ja,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,35,11,10,14,11,10,11,7
21,Mannelijk,9240,21,Ik verblijf thuis bij mijn ouders/voogd,30,Trein,Nederlands,Engels,België,188,95,Rechtshandig,Rechtsvoetig,Nee,2,0,8,7,5,Bachelor of equivalent (hogeschool),Bediende,Master of equivalent (universiteit),Bediende,4500€ - 5999€,3,0,1,Twee-oudergezin: vader en moeder,,5,Nee,Nee,4,Technisch Secundair Onderwijs (TSO),Ik weet het niet,3,2,4,4,6,8,Nee,Nee,Programmeren,30,9,2,3,3,3,60,8,40,5,Internet of Things,Dat heb ik wel eens gedaan,0,6,3,5,2,2,Ik probeer het onmiddellijk op te lossen,3,7,5,8,2,1,6,4,> 5 keer per week,1 keer per week,Met vrienden,8,Individuele sport,0,"Nederlands,Engels",3,7,3,Shooter,Altijd,1,Nee,,,Nee,40,10,Ja,Ja,Ja,"Nee, omwille van andere redenen",1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,35,12,11,11,11,15,10,14
23,Mannelijk,9000,23,Ik verblijf thuis bij mijn ouders/voogd,5,Fiets,Nederlands,Nederlands,België,189,93,Rechtshandig,Rechtsvoetig,Dyslexie,3,0,7,5,7,Master of equivalent (universiteit),Ambtenaar,Master of equivalent (universiteit),Ambtenaar,4500€ - 5999€,6,3,4,Alleenstaande of gescheiden moeder,8,8,Ja,Ja,4,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,4,5,6,6,7,"Ja, een hogeschoolopleiding binnen STEM",Nee,Programmeren,15,7,8,6,7,7,60,15,10,10,Software-ontwikkeling,Dat heb ik wel eens gedaan,1,8,6,6,3,3,Ik sla het probleem over en bekijk het later nog eens,4,5,8,7,1,3,6,2,2-5 keer per week,2-5 keer per week,Met vrienden,3,Individuele sport,0,"Nederlands,Engels",3,7,2,Shooter,Zelden,1,Nee,,,Nee,150,10,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,0.5,0,0,0,0,37,11,11,14,17,13,10,17
25,Mannelijk,9000,2,Ik verblijf in de woning die ik zelf huur of bezit,2,Fiets,Nederlands,Engels,België,176,82,Rechtshandig,Rechtsvoetig,Nee,30,0,8,9,8,Lager secundair onderwijs,Zelfstandige,Hoger secundair onderwijs,Arbeider,< 1500€,2,0,1,Twee-oudergezin: vader en moeder,,9,Nee,Nee,8,Algemeen Secundair Onderwijs (ASO),Stedelijke of gemeenteschool,3,7,4,5,8,10,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,,10,0,9,,,27,1,0,5,Software-ontwikkeling,Dat heb ik regelmatig gedaan,3,10,10,7,1,0,Ik probeer het onmiddellijk op te lossen,1,7,6,4,8,2,5,3,> 5 keer per week,"Nee, nooit",Alleen,3,Individuele sport,42,"Nederlands,Engels",10,1,12,Strategie,Zelden,0,Klavier,Privélessen,14,Ja,100,3,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,,,,,,13,16
20,Mannelijk,9255,20,Ik verblijf thuis bij mijn ouders/voogd,25,Auto,Nederlands,Engels,België,178,90,Linkshandig,Linksvoetig,Dyslexie,0,0,7,3,7,Bachelor of equivalent (hogeschool),Ambtenaar,Hoger beroepsonderwijs (HBO5),Werkloos,3000€ - 4499€,4,1,1,Twee-oudergezin: vader en moeder,,2,Nee,Nee,0,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,3,4,5,6,2,Nee,Nee,Systeem- en netwerkbeheer,9,10,10,3,0,4,54,12,8,0,Netwerkbeheer,Dat heb ik wel eens gedaan,0,,3,3,0,0,Ik laat het probleem liggen voor wat het is,2,8,5,7,4,1,6,3,1 keer per week,2-5 keer per week,Met vrienden,7,Individuele sport,0,,0,5,4,Shooter,Vaak,0,Nee,,,Nee,50,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,0.5,0,1,0,0,1,0,0,0,0,20,11,10,10,8,10,3,15
21,Mannelijk,9840,12,Ik verblijf thuis bij mijn ouders/voogd,6,Bus,Nederlands,Engels,België,178,65,Rechtshandig,Rechtsvoetig,Nee,0,0,6,5,6,Hoger secundair onderwijs,Bediende,Bachelor of equivalent (hogeschool),Bediende,> 6000€,6,3,4,Anders,16,7,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Gemeenschapsonderwijs (GO!),2.5,3,3,3,4,0,Nee,Nee,Programmeren,30,5,5,2,5,7,46,10,10,10,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,0,3,7,7,7,Ik sla het probleem over en bekijk het later nog eens,2,8,6,5,3,1,7,4,2-5 keer per week,"Nee, nooit",Met vrienden,0,Ik beoefen geen sport,1,"Nederlands,Engels",6,3,6,Shooter,Af en toe,0,Nee,,,Nee,30,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,38,10,14,15,15,13,15,14
23,Mannelijk,2440,5,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",1,Te voet,Anders,"Nederlands,Engels",Italië,186,95,Rechtshandig,Rechtsvoetig,Nee,0,0,6,5,2,Geen diploma,Arbeider,Geen diploma,Arbeider,Ik weet het niet,1,0,1,Alleenstaande of gescheiden moeder,,9,Nee,Nee,0,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,4,3,0,4,4,2,Nee,Nee,Programmeren,50,0,10,1,5,5,54,0,4,10,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,8,2,10,8,6,Ik sla het probleem over en bekijk het later nog eens,2,5,6,7,4,1,8,3,1 keer per week,"Nee, nooit",Met vrienden,0,Ik beoefen geen sport,0,Engels,5,4,10,Strategie,Altijd,0,Nee,,,Nee,50,2,Ja,Ja,Ja,"Nee, omwille van andere redenen",1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,60,10,10,12,11,13,10,13
22,Mannelijk,9000,22,Ik verblijf thuis bij mijn ouders/voogd,6,Fiets,Nederlands,Engels,België,185,83,Rechtshandig,Rechtsvoetig,Nee,1,0,8,4,2,Master of equivalent (universiteit),Ambtenaar,Master of equivalent (universiteit),Werkloos,4500€ - 5999€,6,3,2,Co-ouderschap (afwisselend bij elke ouder),20,9,Nee,Nee,7,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),4,4,5,7,9,5,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,30,5,5,3,3,3,60,10,2,6,Software-ontwikkeling,Dat heb ik regelmatig gedaan,1,8,7,5,4,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,5,7,8,3,1,6,4,1 keer per week,1 keer per week,Met broers en/of zussen,3,Individuele sport,0,"Nederlands,Engels",9,3,3,Strategie,Af en toe,2,Nee,,,Nee,15,6,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,56,16,15,12,17,16,12,16
19,Mannelijk,9810,19,Ik verblijf thuis bij mijn ouders/voogd,25,Bus,Nederlands,,België,195,98,Rechtshandig,Rechtsvoetig,Nee,2,0,7,7,7,Bachelor of equivalent (hogeschool),Ambtenaar,Master of equivalent (universiteit),Ambtenaar,3000€ - 4499€,4,1,2,Twee-oudergezin: vader en moeder,,9,Nee,Nee,7,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,4,5,4,6,Nee,Nee,Programmeren,15,6,3,6,8,9,60,7,14,2,,Dat heb ik wel eens gedaan,0,7,5,7,7,4,Ik probeer het onmiddellijk op te lossen,5,8,7,3,2,1,6,4,2-5 keer per week,1 keer per week,Met broers en/of zussen,6,Teamsport,0,Nederlands,5,10,5,Strategie,Af en toe,2,Snaarinstrument,Muziekschool (deeltijds kunstonderwijs),10,Ja,350,5,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,40,12,11,13,15,12,13,16
23,Mannelijk,9200,23,Ik verblijf thuis bij mijn ouders/voogd,30,Trein,Nederlands,Nederlands,België,185,69,Rechtshandig,Rechtsvoetig,Nee,0,0,7,7,9,Hoger secundair onderwijs,Arbeider,Hoger secundair onderwijs,Bediende,3000€ - 4499€,5,2,2,Twee-oudergezin: vader en moeder,,,Nee,Nee,2,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,4,4,4,4,8,Nee,Nee,Programmeren,28,9,9,2,8,8,32,0,0,0,Software-ontwikkeling,Dat heb ik regelmatig gedaan,4,10,7,7,3,5,Ik probeer het onmiddellijk op te lossen,2,8,7,6,3,1,5,4,2-5 keer per week,2-5 keer per week,Met vrienden,6,Teamsport,3,Engels,9,0,6,Role Playing,Vaak,0,Nee,,0,Nee,42,80,Ja,Ja,Ja,Ja,,,,,,,,,,,,,,,,,11,14,14,14,12,15,12
21,Mannelijk,9820,21,Ik verblijf thuis bij mijn ouders/voogd,15,Bus,Nederlands,Engels,België,183,74,Rechtshandig,Rechtsvoetig,Nee,2,0,7,7,6,Hoger secundair onderwijs,Arbeider,Hoger secundair onderwijs,Anders,3000€ - 4499€,5,2,3,Twee-oudergezin: vader en moeder,,8,Nee,Nee,6,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,4,4,4,4,8,"Ja, een universitaire opleiding buiten STEM",Nee,Programmeren,50,7,2,7,8,7,57,8,15,4,Software-ontwikkeling,Dat heb ik regelmatig gedaan,1,8,5,8,2,0,Ik probeer het onmiddellijk op te lossen,4,5,6,7,2,1,8,3,> 5 keer per week,2-5 keer per week,Met vrienden,5,Individuele sport,1,"Nederlands,Engels",7,9,4,Role Playing,Zelden,1,Nee,,,Nee,20,2,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,46,10,11,10,13,14,10,14
19,Mannelijk,9400,19,Ik verblijf thuis bij mijn ouders/voogd,14,Trein,Nederlands,Engels,België,175,83,Rechtshandig,Rechtsvoetig,Nee,0,0,9,4,7,Hoger beroepsonderwijs (HBO5),Uitzendarbeid,Bachelor of equivalent (hogeschool),Ambtenaar,Ik weet het niet,4,1,1,Twee-oudergezin: vader en moeder,,7,Nee,Nee,8,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,4,5,5,8,Nee,Nee,Systeem- en netwerkbeheer,30,7,5,6,5,7,60,7,2,0,Netwerkbeheer,Dat heb ik wel eens gedaan,0,7,8,7,8,2,Ik probeer het onmiddellijk op te lossen,2,6,8,7,4,1,5,3,< 1 keer per week,< 1 keer per week,Met broers en/of zussen,1,Individuele sport,3,"Nederlands,Engels",7,4,5,Role Playing,Zelden,5,Nee,,,Nee,5,70,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,0,0.5,0,1,0,0,30,10,11,15,10,14,13,14
22,Mannelijk,9000,8,Ik verblijf thuis bij mijn ouders/voogd,3,Fiets,"Nederlands,Engels",,België,175,63,Rechtshandig,Rechtsvoetig,Nee,5,0,7,7,7,Doctoraat,Bediende,Bachelor of equivalent (hogeschool),Bediende,4500€ - 5999€,5,2,3,Twee-oudergezin: vader en moeder,,9,Ja,Ja,7,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,4,5,5,5,7,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,30,6,8,2,7,7,64,2,10,10,Software-ontwikkeling,Dat heb ik wel eens gedaan,3,7,8,7,3,4,Ik probeer het onmiddellijk op te lossen,2,7,4,5,6,1,8,3,2-5 keer per week,1 keer per week,Met vrienden,3,Individuele sport,2,Engels,8,2,8,Actie,Nooit,1,Nee,,,Nee,20,10,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,51,16,16,0,12,13,10,15
20,Mannelijk,8450,20,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",60,Trein,Nederlands,"Engels,Frans,Anders",België,182,66,Rechtshandig,Rechtsvoetig,Autismespectrumstoornis (ASS),0,0,7,8,5,Bachelor of equivalent (hogeschool),Bediende,Bachelor of equivalent (hogeschool),Ambtenaar,3000€ - 4499€,4,1,1,Twee-oudergezin: vader en moeder,,6,Nee,Nee,9,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),2.5,3,6,7,7,8,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,15,3,10,7,6,7,60,14,12,16,Software-ontwikkeling,Dat heb ik wel eens gedaan,1,8,8,9,8,2,Ik sla het probleem over en bekijk het later nog eens,2,3,7,8,6,1,4,5,2-5 keer per week,1 keer per week,Met broers en/of zussen,6,Ik beoefen geen sport,10,"Nederlands,Engels",10,3,3,Strategie,Af en toe,8,Nee,,,Nee,20,10,Ja,Ja,Ja,Ja,,,,,,,,,,,,,,,,,0,19,19,19,20,13,16
20,Mannelijk,1500,20,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",4,Fiets,Nederlands,Engels,België,173,59,Rechtshandig,Rechtsvoetig,Nee,0,0,8,7,8,Hoger secundair onderwijs,Arbeider,Hoger secundair onderwijs,Bediende,3000€ - 4499€,3,0,1,Twee-oudergezin: vader en moeder,,10,Nee,Nee,8,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,3,4,4,2,0,Nee,Nee,Systeem- en netwerkbeheer,45,9,5,7,8,6,52,4,5,6,Netwerkbeheer,Dat heb ik wel eens gedaan,0,0,0,8,8,10,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,7,8,5,4,1,6,3,2-5 keer per week,< 1 keer per week,Alleen,1,Individuele sport,0,"Nederlands,Engels",10,6,4,Shooter,Zelden,0,Blaasinstrument,Muziekschool (deeltijds kunstonderwijs),9,Ja,20,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,23,11,11,17,10,13,10,10
37,Mannelijk,1640,31,Ik verblijf in de woning die ik zelf huur of bezit,68,Auto,Nederlands,"Engels,Frans",België,182,130,Rechtshandig,Rechtsvoetig,Nee,0,0,6,3,3,Bachelor of equivalent (hogeschool),Ambtenaar,Lager secundair onderwijs,Bediende,3000€ - 4499€,1,2,1,Twee-oudergezin: vader en moeder,,5,Ja,Nee,5,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,19,6,6,6,5,Nee,Nee,Programmeren,1,2,8,5,5,5,24,4,0,50,Systeembeheer,Dat heb ik vaak gedaan,20,5,2,10,8,8,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,6,7,8,5,1,4,3,> 5 keer per week,"Nee, nooit",Met vrienden,0,Ik beoefen geen sport,0,"Nederlands,Engels",5,11,6,Adventure,Nooit,0,Nee,,,Ja,,0,Nee,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,30,10,16,18,16,17,16,18
23,Mannelijk,8480,23,Ik verblijf thuis bij mijn ouders/voogd,65,Auto,Nederlands,Engels,België,176,88,Rechtshandig,Rechtsvoetig,Nee,0,0,6,5,4,Hoger secundair onderwijs,Bediende,Hoger secundair onderwijs,Bediende,4500€ - 5999€,3,0,1,Twee-oudergezin: vader en moeder,,8,Nee,Nee,8,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,6,5,6,6,8,"Ja, een hogeschoolopleiding binnen STEM","Ja, een hogeschoolopleiding binnen STEM",Systeem- en netwerkbeheer,15,9,2,5,5,5,60,3,10,10,Netwerkbeheer,Dat heb ik wel eens gedaan,2,8,9,5,2,2,Ik probeer het onmiddellijk op te lossen,1,4,7,5,8,2,6,3,> 5 keer per week,2-5 keer per week,Met vrienden,12,Individuele sport,2,"Nederlands,Engels",8,3,3,Shooter,Zelden,3,Blaasinstrument,"Vereniging, bv. harmonie, fanfare",11,Nee,50,10,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,0.5,0,0,0,1,43,17,13,13,13,17,17,13
23,Mannelijk,8020,16,Ik verblijf thuis bij mijn ouders/voogd,30,Auto,Nederlands,Engels,België,174,63,Linkshandig,Rechtsvoetig,Nee,20,40,6,3,8,Lager secundair onderwijs,Zelfstandige,Bachelor of equivalent (hogeschool),Onderwijs,> 6000€,4,1,1,Twee-oudergezin: vader en moeder,,10,Nee,Nee,6,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,5,5,6,8,8,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,30,5,8,4,5,5,36,6,10,7,Software-ontwikkeling,Dat heb ik regelmatig gedaan,4,7,8,4,2,0,Ik sla het probleem over en bekijk het later nog eens,6,5,4,8,7,2,3,1,2-5 keer per week,2-5 keer per week,Met vrienden,2,Individuele sport,0,Nederlands,2,4,2,Actie,Zelden,0,Nee,,,Nee,70,0,Ja,Ja,Ja,Ja,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,32,12,12,14,15,17,11,11
20,Mannelijk,9030,10,Ik verblijf thuis bij mijn ouders/voogd,8,Fiets,Nederlands,Engels,België,184,60,Rechtshandig,Rechtsvoetig,Autismespectrumstoornis (ASS),2,0,8,9,10,Bachelor of equivalent (hogeschool),Ambtenaar,Hoger secundair onderwijs,Bediende,Ik weet het niet,3,2,1,Co-ouderschap (afwisselend bij elke ouder),19,9,Ja,,5,Algemeen Secundair Onderwijs (ASO),Ik weet het niet,2.5,3,4,5,6,7,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,18,0,8,5,10,2,60,14,28,0,Internet of Things,Dat heb ik wel eens gedaan,0,10,10,7,5,0,Ik probeer het onmiddellijk op te lossen,2,8,6,5,4,1,7,3,> 5 keer per week,2-5 keer per week,Met vrienden,2,Individuele sport,0,"Nederlands,Engels",10,5,1,Shooter,Af en toe,0,Nee,,,Nee,,,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,47,14,15,20,18,17,14,13
19,Vrouwelijk,9050,19,Ik verblijf thuis bij mijn ouders/voogd,7,Fiets,Nederlands,Frans,België,164,48,Rechtshandig,Rechtsvoetig,"Dyslexie,Dysorthografie",4,0,9,8,7,Bachelor of equivalent (hogeschool),Bediende,Bachelor of equivalent (hogeschool),Zelfstandige,4500€ - 5999€,5,2,2,Twee-oudergezin: vader en moeder,,7,Ja,Ja,4,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,6,4,4,9,Nee,Nee,Programmeren,25,9,6,3,7,8,60,2,15,2,Software-ontwikkeling,Dat heb ik regelmatig gedaan,1,8,5,8,5,2,Ik sla het probleem over en bekijk het later nog eens,4,2,6,5,7,1,8,3,2-5 keer per week,2-5 keer per week,Met broers en/of zussen,2,Individuele sport,2,Nederlands,8,6,3,Actie,Af en toe,0,Klavier,Muziekschool (deeltijds kunstonderwijs),10,Ja,50,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,45,10,13,16,14,14,14,15
22,Mannelijk,9000,1,Ik verblijf in de woning die ik zelf huur of bezit,3,Bus,Nederlands,Engels,België,178,85,Linkshandig,Linksvoetig,Nee,25,1,7,3,9,Bachelor of equivalent (hogeschool),Ambtenaar,Bachelor of equivalent (hogeschool),Onderwijs,4500€ - 5999€,5,3,1,Twee-oudergezin: vader en moeder,,8,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Gemeenschapsonderwijs (GO!),2.5,5,4,5,4,5,Nee,Nee,Programmeren,20,8,8,6,5,6,32,2,4,42,Software-ontwikkeling,Dat heb ik vaak gedaan,1,6,6,7,3,5,Ik sla het probleem over en bekijk het later nog eens,6,3,5,8,1,4,7,2,> 5 keer per week,1 keer per week,Met vrienden,1,Individuele sport,0,"Nederlands,Engels",8,7,4,Adventure,Vaak,0,Nee,,,Nee,100,10,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,0,0,0,0.5,0,0,0,0,26,11,15,10,13,12,12,10
