Age,Gender,PostalCode,ResidenceYears,ResidenceType,DistanceResidenceCampus,Commute,NativeLanguage,OtherLanguages,BirthCountry,LengthCm,WeightKg,DominantHand,DominantFoot,Diagnose,AlcoholConsumption,CigaretteConsumption,SleepHours,Rested,Happiness,EducationFather,OccupationFather,EducationMother,OccupationMother,FamilyIncome,FamilySize,NumSiblings,SiblingRank,FamilySituation,DivorcedYears,HappinessHome,ParentsStemEducation,ParentsStemOccupation,ParentsHelp,SecondaryEducation,EducationSector,KindergartenAge,SecondaryDiplomaYears,MathHours1,MathHours2,MathHours3,SecondaryMathResults,OtherEducation,OtherDiploma,Elective,ClassSize,ClassSizeComfort,ClassSizeAttention,MathPrep,MathTeacherHelpful,MathTeacherAvailable,Credits,StudyTimeGeneralHours,StudyTimeITHours,NonStudyTimeITHours,ITMainDomain,ITProjects,NumProgrammingLanguages,MathFun,MathConfidence,MathEffort,MathStress,MathMoreStress,MathProblemAction,RankFamily,RankYouthMovement,RankYouthHouse,RankMusic,RankSportsClub,RankHome,RankAssociation,RankFriends,OutdoorChild,OutdoorNow,OutdoorChildCompany,SportHours,SportType,ReadingHours,ReadingLanguages,ReadingEnjoyment,ComputerUseProHours,ComputerUseRecHours,ComputerGameTypes,ComputerGameNeglect,BrainGameHours,MusicalInstrument,MusicEducation,MusicYears,SheetMusic,SpendingMoney,SpendingGames,LootBoxKnow,LootBoxIllegal,LootBoxBought1,LootBoxBought2,TestQ01,TestQ02,TestQ03,TestQ04,TestQ05,TestQ06,TestQ07,TestQ08,TestQ09,TestQ10,TestQ11,TestQ12,TestQ13,TestQ14,TestQ15,TestTimeMins,GradeMath4IT,GradePOD1,GradeOOP1,GradeOOP2,GradeWA1,GradeWA2,GradePRJ1
23,Mannelijk,1785,10,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",6,Bus,Nederlands,Engels,België,180,73,Linkshandig,Rechtsvoetig,Nee,3,0,7,6,8,Bachelor of equivalent (hogeschool),Zelfstandige,Bachelor of equivalent (hogeschool),Bediende,4500€ - 5999€,4,1,1,Twee-oudergezin: vader en moeder,,8,Ja,Ja,8,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,6,5,5,7,6,"Ja, een universitaire opleiding buiten STEM",Nee,Programmeren,20,5,8,0,5,5,60,1,15,5,Software-ontwikkeling,Dat heb ik wel eens gedaan,1,5,7,5,5,5,Ik laat het probleem liggen voor wat het is,5,2,6,8,3,1,7,4,2-5 keer per week,1 keer per week,Met broers en/of zussen,1,Ik beoefen geen sport,0,"Nederlands,Engels",4,2,10,Actie,Af en toe,2,Snaarinstrument,Autodidact,2,Nee,20,5,Ja,Nee,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,42,13,15,15,15,15,11,16
22,Vrouwelijk,9040,19,Ik verblijf thuis bij mijn ouders/voogd,8,Bus,Nederlands,,België,165,,Rechtshandig,Rechtsvoetig,Nee,0,0,8,8,7,Hoger secundair onderwijs,Bediende,Bachelor of equivalent (hogeschool),Ambtenaar,Ik weet het niet,4,1,2,Twee-oudergezin: vader en moeder,,10,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Ik weet het niet,2.5,5,5,5,4,8,"Ja, een hogeschoolopleiding buiten STEM",Nee,Programmeren,,6,6,7,5,6,38,2,10,,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,4,6,7,5,4,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",3,4,5,8,7,1,6,2,> 5 keer per week,< 1 keer per week,Met vrienden,,Ik beoefen geen sport,2,"Nederlands,Engels",8,1,5,Strategie,Af en toe,2,Nee,,,Nee,,,Ja,Ja,Ja,"Nee, ik wilde wel maar kon dit niet of wist niet hoe",,,,,,,,,,,,,,,,,14,12,16,10,20,12,12
38,Mannelijk,1030,7,Ik verblijf in de woning die ik zelf huur of bezit,62,Auto,Nederlands,"Engels,Frans",België,172,70,Rechtshandig,Rechtsvoetig,Nee,0,120,7,3,8,Lager secundair onderwijs,Overleden,Hoger secundair onderwijs,Gepensioneerd,1500€ - 2999€,2,1,1,Twee-oudergezin: vader en moeder,,9,Nee,Nee,3,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,20,4,6,7,7,"Ja, een universitaire opleiding binnen STEM",Nee,Systeem- en netwerkbeheer,1,5,5,5,5,3,34,8,8,45,Netwerkbeheer,Dat heb ik vaak gedaan,3,7,7,7,3,3,Ik probeer het onmiddellijk op te lossen,2,6,4,8,5,1,7,3,> 5 keer per week,1 keer per week,Met vrienden,,Ik beoefen geen sport,0,"Nederlands,Engels",2,9,3,Ik speel geen/nauwelijks computergames,Zelden,2,Nee,,,Nee,,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,38,13,10,11,,12,,
23,Mannelijk,9000,23,Ik verblijf thuis bij mijn ouders/voogd,12,Bus,Nederlands,Engels,België,176,68,Rechtshandig,Rechtsvoetig,Dyslexie,0,0,8,8,7,Master of equivalent (universiteit),Ambtenaar,Master of equivalent (universiteit),Ambtenaar,4500€ - 5999€,5,2,2,Twee-oudergezin: vader en moeder,,9,Ja,Nee,2,Algemeen Secundair Onderwijs (ASO),Stedelijke of gemeenteschool,2.5,6,5,5,8,8,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,20,5,7,5,5,5,54,8,14,1,Software-ontwikkeling,Dat heb ik wel eens gedaan,2,9,8,6,2,0,Ik sla het probleem over en bekijk het later nog eens,2,5,6,7,8,1,4,3,2-5 keer per week,< 1 keer per week,Met broers en/of zussen,0,Ik beoefen geen sport,2,"Nederlands,Engels",6,4,5,Actie,Zelden,0,Nee,,,Nee,0,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,52,,17,,,,,
22,Vrouwelijk,1740,4,Ik verblijf thuis bij mijn ouders/voogd,16,Auto,Nederlands,"Engels,Frans",België,168,68,Rechtshandig,Geen voorkeur,Nee,0,0,9,8,7,Hoger secundair onderwijs,Ambtenaar,Hoger secundair onderwijs,Zelfstandige,1500€ - 2999€,2,0,1,Twee-oudergezin: vader en moeder,4,4,Nee,Nee,0,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,4,4,4,3,3,"Ja, een universitaire opleiding buiten STEM",Nee,Systeem- en netwerkbeheer,25,7,7,7,0,8,58,5,8,5,Computerhardware,Dat heb ik wel eens gedaan,0,5,2,9,10,10,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",3,4,7,8,2,1,6,5,2-5 keer per week,2-5 keer per week,Alleen,10,Individuele sport,0,"Nederlands,Engels",2,8,2,Ik speel geen/nauwelijks computergames,Nooit,0,Nee,,,Nee,40,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,30,11,10,12,7,10,0,14
19,Mannelijk,9451,19,Ik verblijf thuis bij mijn ouders/voogd,9,Auto,Nederlands,Engels,België,174,63,Linkshandig,Linksvoetig,Nee,0,0,7,3,8,Lager secundair onderwijs,Zelfstandige,Lager secundair onderwijs,Zelfstandige,Ik weet het niet,3,0,1,Twee-oudergezin: vader en moeder,,9,Nee,Nee,3,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,4,4,4,8,Nee,Nee,Programmeren,15,2,7,7,8,9,37,6,2,0,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,7,2,8,1,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,7,5,8,3,1,6,4,1 keer per week,1 keer per week,Met vrienden,1,Teamsport,0,"Nederlands,Engels",7,2,3,Role Playing,Af en toe,0,Nee,,,Nee,0,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,25,10,10,11,6,11,5,17
19,Mannelijk,9300,19,Ik verblijf thuis bij mijn ouders/voogd,25,Bus-Trein,"Nederlands,Turks","Engels,Frans",België,183,79,Rechtshandig,Rechtsvoetig,Nee,0,0,7,7,8,Ik weet het niet,Arbeider,Lager secundair onderwijs,Werkloos,Ik weet het niet,5,2,1,Twee-oudergezin: vader en moeder,,10,Nee,Nee,6,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,2,4,4,4,7,Nee,Nee,Programmeren,20,7,6,8,6,6,64,2,12,0,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,4,5,4,5,4,Ik sla het probleem over en bekijk het later nog eens,3,8,5,6,4,1,7,2,2-5 keer per week,"Nee, nooit",Met vrienden,4,Individuele sport,3,"Nederlands,Andere",6,6,4,Strategie,Zelden,0,Nee,,,Nee,25,0,Nee,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,15,14,15,17,10,12,13
19,Mannelijk,9052,19,Ik verblijf thuis bij mijn ouders/voogd,4,Fiets,Nederlands,Engels,België,194,85,Linkshandig,Geen voorkeur,Nee,0,0,8,8,7,Bachelor of equivalent (hogeschool),Bediende,Bachelor of equivalent (hogeschool),Bediende,3000€ - 4499€,6,4,4,Twee-oudergezin: vader en moeder,,10,Nee,Nee,7,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,4,4,6,7,Nee,Nee,Programmeren,15,5,5,8,7,6,60,7,10,2,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,7,7,5,4,5,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,7,8,6,3,1,4,5,2-5 keer per week,2-5 keer per week,Met broers en/of zussen,3,Ik beoefen geen sport,0,"Nederlands,Engels",2,2,1,Puzzle,Nooit,1,Nee,,,Ja,10,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,41,17,14,17,16,19,15,16
19,Mannelijk,9050,19,Ik verblijf thuis bij mijn ouders/voogd,8,Fiets,Nederlands,Engels,België,175,58,Linkshandig,Rechtsvoetig,Nee,,,8,7,7,,,,,Ik weet het niet,4,1,2,Twee-oudergezin: vader en moeder,,8,,,7,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,2,5,5,4,7,Nee,Nee,Programmeren,,7,2,7,,,56,,,,Software-ontwikkeling,Dat heb ik wel eens gedaan,2,3,5,6,5,6,,3,7,6,5,2,1,8,4,2-5 keer per week,2-5 keer per week,Met vrienden,8,Teamsport,0,,0,,,,,0,Andere,,4,Nee,,,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,32,11,12,16,14,18,12,9
27,Mannelijk,8400,27,Ik verblijf in de woning die ik zelf huur of bezit,63,Trein,Nederlands,"Engels,Frans",België,176,60,Rechtshandig,Rechtsvoetig,Nee,6,0,7,6,10,Bachelor of equivalent (hogeschool),Overleden,Hoger secundair onderwijs,Arbeider,< 1500€,2,3,2,Twee-oudergezin: vader en moeder,,10,Ja,Nee,0,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,10,5,6,8,10,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,1,5,5,5,5,5,54,10,12,3,Software-ontwikkeling,Dat heb ik wel eens gedaan,2,10,10,10,0,0,Ik probeer het onmiddellijk op te lossen,5,7,8,4,1,3,6,2,2-5 keer per week,1 keer per week,Met broers en/of zussen,6,Individuele sport,14,Engels,10,4,4,Role Playing,Af en toe,1,Snaarinstrument,Autodidact,12,Nee,200,5,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,15,11,15,10,12,6,
22,Mannelijk,1745,22,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",4,Fiets,Nederlands,Engels,België,182,72,Linkshandig,Linksvoetig,Nee,1,0,7,7,5,Hoger secundair onderwijs,Bediende,Hoger beroepsonderwijs (HBO5),Ambtenaar,4500€ - 5999€,4,1,2,Twee-oudergezin: vader en moeder,,10,Nee,Nee,8,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,4,4,4,4,8,Nee,Nee,Systeem- en netwerkbeheer,20,7,5,7,4,5,63,14,10,8,Netwerkbeheer,Dat heb ik wel eens gedaan,1,4,8,6,1,0,Ik probeer het onmiddellijk op te lossen,2,6,5,7,4,1,8,3,> 5 keer per week,2-5 keer per week,Met vrienden,7,Individuele sport,2,"Nederlands,Engels",8,2,2,Adventure,Zelden,4,Percussie,Privélessen,3,Nee,20,30,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,14,16,14,16,15,13,15
20,Mannelijk,9890,12,Ik verblijf thuis bij mijn ouders/voogd,15,Auto,Nederlands,Engels,België,173,49,Rechtshandig,Rechtsvoetig,Nee,2,0,4,2,5,Master of equivalent (universiteit),Bediende,Bachelor of equivalent (hogeschool),Bediende,4500€ - 5999€,4,1,2,Twee-oudergezin: vader en moeder,,7,Ja,Ja,7,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),2.5,2,5,6,5,7,Nee,Nee,Programmeren,20,7,9,2,9,8,60,0,0,3,Cybersecurity,Dat heb ik wel eens gedaan,1,7,8,3,2,0,Ik probeer het onmiddellijk op te lossen,2,8,5,4,6,1,7,3,2-5 keer per week,< 1 keer per week,Met broers en/of zussen,0,Ik beoefen geen sport,0,"Nederlands,Engels",1,2,10,Multiplayer online battle arena,Vaak,5,Slagwerk,Muziekschool (deeltijds kunstonderwijs),8,Ja,0,0,Ja,Ja,Ja,Ja,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,52,11,10,17,12,12,10,13
22,Vrouwelijk,9340,22,Ik verblijf thuis bij mijn ouders/voogd,29,Trein,Nederlands,Engels,België,163,44,Linkshandig,Rechtsvoetig,Nee,2,0,8,7,6,Hoger secundair onderwijs,Bediende,Hoger secundair onderwijs,Werkloos,1500€ - 2999€,5,3,2,Twee-oudergezin: vader en moeder,,9,Nee,Nee,5,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,4,4,4,4,7,"Ja, een hogeschoolopleiding binnen STEM",Nee,Systeem- en netwerkbeheer,1,7,8,4,5,5,42,2,1,0,Netwerkbeheer,Dat heb ik nog nooit gedaan,0,7,6,9,9,6,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",3,7,6,8,4,1,5,2,1 keer per week,< 1 keer per week,Met vrienden,2,Ik beoefen geen sport,1,Engels,9,1,10,Multiplayer online battle arena,Vaak,1,Nee,,,Nee,18,30,Ja,Ja,Ja,"Nee, ik wilde wel maar kon dit niet of wist niet hoe",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,39,,10,,10,14,12,11
22,Mannelijk,9620,22,Ik verblijf thuis bij mijn ouders/voogd,25,Trein,"Nederlands,Engels",Frans,België,170,95,Rechtshandig,Rechtsvoetig,Nee,2,0,7,7,3,Master of equivalent (universiteit),,Bachelor of equivalent (hogeschool),Arbeider,,5,3,2,Twee-oudergezin: vader en moeder,,7,Ja,Nee,0,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,4,7,6,4,10,Nee,Nee,Programmeren,20,5,5,5,5,5,36,,,,Software-ontwikkeling,Dat heb ik vaak gedaan,2,8,8,7,0,0,Ik sla het probleem over en bekijk het later nog eens,2,8,5,6,3,1,7,4,> 5 keer per week,> 5 keer per week,Met broers en/of zussen,10,Teamsport,0,,0,2,16,Adventure,Altijd,0,Nee,,,Nee,,,Ja,Ja,Ja,Ja,1,1,1,1,1,1,1,1,1,1,0.5,0,1,0,0,36,14,13,,14,10,10,16
20,Mannelijk,9111,11,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",3,Tram,Nederlands,Engels,België,193,75,Linkshandig,Linksvoetig,Nee,5,1,7,3,6,Master of equivalent (universiteit),Zelfstandige,Bachelor of equivalent (hogeschool),Zelfstandige,Ik weet het niet,5,2,3,Co-ouderschap (afwisselend bij elke ouder),10,8,Nee,Nee,6,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,4,2,5,5,4,6,Nee,Nee,Programmeren,20,8,0,3,5,7,60,5,10,0,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,6,7,7,5,0,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",4,3,7,8,5,1,6,2,2-5 keer per week,2-5 keer per week,Met vrienden,2,Individuele sport,0,Nederlands,6,2,3,Shooter,Vaak,0,Nee,,,Ja,60,10,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,30,13,14,16,16,18,14,13
19,Mannelijk,9820,19,Ik verblijf thuis bij mijn ouders/voogd,30,Fiets,Cantonees,Engels,België,170,57,Rechtshandig,Rechtsvoetig,Nee,3,3,8,5,5,Hoger secundair onderwijs,Zelfstandige,Hoger secundair onderwijs,Zelfstandige,Ik weet het niet,5,2,3,Twee-oudergezin: vader en moeder,,10,Nee,Nee,3,Technisch Secundair Onderwijs (TSO),Ik weet het niet,3,2,5,5,5,7,Nee,Nee,Programmeren,10,5,5,5,7,7,60,10,20,0,Software-ontwikkeling,Dat heb ik nog nooit gedaan,0,3,5,7,4,1,Ik raadpleeg hulp van de lesgever,3,5,4,8,6,1,7,2,2-5 keer per week,1 keer per week,Met vrienden,0,Ik beoefen geen sport,0,"Nederlands,Engels",5,2,5,Shooter,Zelden,0,Nee,,,Nee,50,50,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,43,10,12,12,13,13,10,14
21,Mannelijk,2140,17,"Ik verblijf op kot (studentenhome, peda, huurwoning of -appartement dichtbij de hogeschoolcampus)",2,Fiets,Nederlands,Engels,België,184,95,Rechtshandig,Rechtsvoetig,Nee,15,20,8,8,8,Master of equivalent (universiteit),Anders,Bachelor of equivalent (hogeschool),Onderwijs,Ik weet het niet,7,2,1,Co-ouderschap (afwisselend bij elke ouder),17,7,Nee,Nee,5,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),2.5,4,3,5,7,8,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,20,2,9,3,3,5,60,3,12,1,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,4,5,9,4,7,Ik sla het probleem over en bekijk het later nog eens,4,3,5,8,7,1,6,2,1 keer per week,1 keer per week,Met vrienden,2,Individuele sport,0,"Nederlands,Engels",5,1,4,Multiplayer online battle arena,Vaak,3,Klavier,Muziekschool (deeltijds kunstonderwijs),4,Ja,20,0,Ja,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,35,12,10,18,19,16,13,14
20,Mannelijk,8720,1,Ik verblijf thuis bij mijn ouders/voogd,35,Trein,Nederlands,Engels,België,175,75,Rechtshandig,Rechtsvoetig,Aandachtstekort-hyperactiviteitstoornis (ADD/ADHD),7,100,6,6,10,Master of equivalent (universiteit),Bediende,Hoger secundair onderwijs,Arbeider,4500€ - 5999€,4,4,2,Twee-oudergezin: vader en moeder,6,7,Ja,Ja,6,Technisch Secundair Onderwijs (TSO),Ik weet het niet,2.5,3,4,4,4,4,Nee,Nee,Programmeren,20,10,0,7,8,7,64,30,30,10,Software-ontwikkeling,Dat heb ik vaak gedaan,2,6,5,10,7,7,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",1,8,4,5,6,3,7,2,> 5 keer per week,2-5 keer per week,Met vrienden,0,Ik beoefen geen sport,0,Nederlands,4,4,4,Ik speel geen/nauwelijks computergames,Nooit,0,Nee,,,Nee,200,0,Ja,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,14,11,13,16,14,18,16
32,Mannelijk,8790,6,Ik verblijf in de woning die ik zelf huur of bezit,30,Auto,Nederlands,Engels,België,184,76,Rechtshandig,Rechtsvoetig,Nee,6,0,7,1,2,Hoger secundair onderwijs,Zelfstandige,Bachelor of equivalent (hogeschool),Bediende,> 6000€,4,1,2,Twee-oudergezin: vader en moeder,,5,Ja,Nee,0,Technisch Secundair Onderwijs (TSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,14,4,4,4,6,"Ja, een hogeschoolopleiding buiten STEM","Ja, een hogeschoolopleiding buiten STEM",Programmeren,25,7,3,10,7,7,60,0,10,20,Software-ontwikkeling,Dat heb ik vaak gedaan,,2,0,10,,9,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,7,5,8,4,1,6,3,2-5 keer per week,2-5 keer per week,Met vrienden,12,Individuele sport,8,"Nederlands,Engels",10,5,1,Shooter,Af en toe,0,Snaarinstrument,Autodidact,1,Nee,400,5,Ja,Nee,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,55,11,13,18,14,20,12,17
23,Vrouwelijk,9000,23,Ik verblijf thuis bij mijn ouders/voogd,5,Bus,Nederlands,,België,159,,Rechtshandig,Rechtsvoetig,Dyslexie,0,0,9,5,5,Bachelor of equivalent (hogeschool),Bediende,Hoger secundair onderwijs,Werkloos,1500€ - 2999€,3,1,1,Alleenstaande of gescheiden vader,,7,Ja,Ja,7,Kunstsecundair Onderwijs (KSO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,3,4,4,3,3,7,"Ja, een hogeschoolopleiding buiten STEM",Nee,Programmeren,,7,7,4,8,7,64,5,5,,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,3,,8,8,2,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",2,4,5,8,7,1,6,3,1 keer per week,"Nee, nooit",Met broers en/of zussen,0,Ik beoefen geen sport,0,"Nederlands,Engels",7,7,3,Ik speel geen/nauwelijks computergames,Nooit,1,Nee,,,,50,0,Nee,Nee,,"Nee, omwille van andere redenen",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,40,13,13,16,10,13,10,15
22,Mannelijk,9160,22,Ik verblijf thuis bij mijn ouders/voogd,30,Trein,Nederlands,,België,184,69,Rechtshandig,Rechtsvoetig,Nee,4,0,6,5,6,Lager secundair onderwijs,Zelfstandige,Hoger beroepsonderwijs (HBO5),Bediende,Ik weet het niet,4,2,1,Twee-oudergezin: vader en moeder,,8,Nee,Nee,1,Algemeen Secundair Onderwijs (ASO),Stedelijke of gemeenteschool,3,4,5,6,8,6,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,52,5,5,5,5,5,60,0,20,2,Software-ontwikkeling,Dat heb ik regelmatig gedaan,2,7,8,2,2,2,Ik probeer het onmiddellijk op te lossen,4,7,8,3,6,1,5,2,1 keer per week,< 1 keer per week,Alleen,0,Ik beoefen geen sport,0,"Nederlands,Engels",0,10,0,Ik speel geen/nauwelijks computergames,Nooit,0,Nee,,0,Nee,20,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,52,15,13,18,18,19,13,16
23,Mannelijk,9600,23,Ik verblijf thuis bij mijn ouders/voogd,40,Trein,Berber,"Nederlands,Arabisch,Engels,Frans",België,178,73,Rechtshandig,Geen voorkeur,Nee,0,0,6,8,8,Ik weet het niet,Gepensioneerd,Ik weet het niet,Gepensioneerd,Ik weet het niet,8,5,6,Twee-oudergezin: vader en moeder,,9,Nee,Nee,0,Algemeen Secundair Onderwijs (ASO),Gemeenschapsonderwijs (GO!),3,4,4,4,8,8,Nee,Nee,Programmeren,15,8,3,3,8,8,63,5,5,20,Software-ontwikkeling,Dat heb ik regelmatig gedaan,2,7,6,6,2,5,"Ik raadpleeg hulp van vrienden, ouders, het Internet, enz.",4,5,7,8,2,1,6,3,> 5 keer per week,2-5 keer per week,Met vrienden,3,Teamsport,2,"Nederlands,Engels,Frans",7,6,5,Strategie,Af en toe,5,Nee,,,Nee,20,0,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",,,,,,,,,,,,,,,,,12,12,18,16,14,14,14
22,Mannelijk,9620,18,Ik verblijf thuis bij mijn ouders/voogd,27,Trein,Nederlands,Engels,België,192,92,Linkshandig,Linksvoetig,Nee,0,0,7,5,9,Master of equivalent (universiteit),Werkloos,Master of equivalent (universiteit),Bediende,Ik weet het niet,5,2,1,Twee-oudergezin: vader en moeder,,5,Ja,Ja,1,Algemeen Secundair Onderwijs (ASO),Vrij onderwijs - Katholiek Onderwijs Vlaanderen,2.5,5,6,6,6,8,"Ja, een universitaire opleiding binnen STEM",Nee,Programmeren,30,10,5,2,0,0,66,5,10,1,Software-ontwikkeling,Dat heb ik wel eens gedaan,2,8,8,2,0,0,Ik probeer het onmiddellijk op te lossen,4,7,5,8,2,1,6,3,2-5 keer per week,1 keer per week,Met broers en/of zussen,9,Individuele sport,0,"Nederlands,Engels",10,3,7,Strategie,Vaak,2,Nee,,,Nee,10,0,Ja,Ja,Ja,"Nee, dit interesseert me niet",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,51,12,13,0,9,12,13,13
20,Mannelijk,9600,20,Ik verblijf thuis bij mijn ouders/voogd,45,Trein,"Arabisch,Frans","Nederlands,Engels",België,180,70,Rechtshandig,Rechtsvoetig,Nee,0,2,7,6,8,Hoger beroepsonderwijs (HBO5),Arbeider,Lager secundair onderwijs,Uitzendarbeid,1500€ - 2999€,6,4,1,Twee-oudergezin: vader en moeder,,10,Nee,Nee,2,Technisch Secundair Onderwijs (TSO),Gemeenschapsonderwijs (GO!),2.5,2,2,2,2,8,Nee,Nee,Programmeren,30,8,2,8,7,7,64,5,20,36,Software-ontwikkeling,Dat heb ik wel eens gedaan,0,9,8,3,1,5,Ik probeer het onmiddellijk op te lossen,2,7,6,8,3,1,4,5,< 1 keer per week,< 1 keer per week,Met vrienden,6,Individuele sport,0,"Nederlands,Frans",7,24,24,Shooter,Zelden,4,Nee,,,,25,0,Nee,Nee,"Nee, omwille van andere redenen","Nee, omwille van andere redenen",,,,,,,,,,,,,,,,,11,14,15,15,13,10,15
23,Mannelijk,9960,10,Ik verblijf thuis bij mijn ouders/voogd,28,Trein,Frans,"Nederlands,Engels",België,176,65,Linkshandig,Linksvoetig,Autismespectrumstoornis (ASS),0,0,8,7,8,Ik weet het niet,Bediende,Ik weet het niet,Onderwijs,3000€ - 4499€,4,2,2,Co-ouderschap (afwisselend bij elke ouder),12,10,Nee,Nee,3,Technisch Secundair Onderwijs (TSO),Stedelijke of gemeenteschool,2.5,4,5,4,3,7,Nee,Nee,Systeem- en netwerkbeheer,20,5,2,3,7,9,43,4,4,2,Netwerkbeheer,Dat heb ik nog nooit gedaan,0,3,7,8,0,0,Ik sla het probleem over en bekijk het later nog eens,3,5,6,7,2,1,8,4,2-5 keer per week,"Nee, nooit",Met vrienden,0,Teamsport,1,Frans,6,6,2,Sport,Nooit,0,Nee,,,Nee,10,5,Ja,Ja,"Nee, dit interesseert me niet","Nee, dit interesseert me niet",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,52,11,13,10,8,12,7,12
